name,url,varietal,origin,rating_dict,avg_rating,rating_count,price_dollars,price_cents,page,red,white,sparking,collectible,giftable,green,screwcap,boutique
S': '98', 'RP': '95', 'WS': '92', 'JD': '92'}",4.2,13,150,"
    ",2,1,0,0,1,0,0,0,0
Chateau Haut-Brisson 2015,/product/chateau-haut-brisson-2015/153200,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '95', 'WE': '93', 'JD': '92', 'RP': '91'}",4.3,21,29,99,2,1,0,0,0,0,1,0,0
Saracco Moscato d'Asti 2018,/product/saracco-moscato-dasti-2018/517853,Muscat,"Asti, Piedmont, Italy",{'V': '94'},4.3,9,17,99,2,0,1,0,0,0,0,0,0
Chateau Cote de Baleau 2015,/product/chateau-cote-de-baleau-2015/158294,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'RP': '94', 'WS': '92', 'JS': '92'}",4.4,20,31,99,2,1,0,0,0,0,0,0,0
Chateau Sansonnet 2015,/product/chateau-sansonnet-2015/400828,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '96', 'JD': '94', 'WS': '92', 'RP': '92', 'D': '92', 'WE': '92'}",4.0,14,39,99,2,1,0,0,0,0,0,0,0
Chateau Pichon-Longueville Baron 2016,/product/chateau-pichon-longueville-baron-2016/202515,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'JS': '99', 'RP': '97', 'WE': '97', 'JD': '97', 'D': '96', 'WS': '96'}",4.6,7,179,99,2,1,0,0,1,0,0,0,0
Foxen Bien Nacido Block Eight Pinot Noir 2015,/product/foxen-bien-nacido-block-eight-pinot-noir-2015/508780,Pinot Noir,"Santa Maria Valley, Central Coast, California","{'WE': '96', 'RP': '93', 'JD': '92'}",4.3,6,64,99,2,1,0,0,0,0,0,0,0
Chateau Malartic-Lagraviere 2014,/product/chateau-malartic-lagraviere-2014/142829,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'WE': '96', 'JS': '94', 'D': '93', 'WW': '93', 'RP': '92', 'TP': '92', 'WS': '91', 'JD': '91'}",4.3,8,54,99,2,1,0,0,0,0,0,0,0
Hall Eighteen Seventy-Three Cabernet Sauvignon 2014,/product/hall-eighteen-seventy-three-cabernet-sauvignon-2014/405545,Cabernet Sauvignon,"Napa Valley, California","{'WW': '98', 'WE': '95'}",4.4,71,80,"
    ",2,1,0,0,0,0,0,0,0
La Posta Pizzella Family Vineyard Malbec 2017,/product/la-posta-pizzella-family-vineyard-malbec-2017/516703,Malbec,"Mendoza, Argentina","{'JS': '93', 'RP': '90', 'TA': '90'}",3.9,19,18,"
    ",2,1,0,0,0,0,0,0,0
Numanthia Termes 2015,/product/numanthia-termes-2015/506070,Tempranillo,"Toro, Spain","{'JS': '94', 'RP': '90'}",4.1,20,25,99,2,1,0,0,0,0,0,0,0
Mount Eden Vineyards Estate Cabernet Sauvignon 2014,/product/mount-eden-vineyards-estate-cabernet-sauvignon-2014/355924,Cabernet Sauvignon,"Santa Cruz Mountains, California","{'JD': '97', 'D': '96', 'W&S': '96', 'WW': '92', 'WE': '92'}",4.8,6,79,99,2,1,0,0,1,0,0,0,0
Chateau Pontet-Canet 2015,/product/chateau-pontet-canet-2015/153356,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'JS': '98', 'V': '97', 'WE': '97', 'RP': '96', 'D': '96', 'JD': '95', 'WS': '94'}",4.1,14,139,99,2,1,0,0,1,0,1,0,0
Billecart-Salmon Brut Rose,/product/billecart-salmon-brut-rose/23291,Rosé Sparkling Wine,"Champagne, France","{'WW': '96', 'JS': '94', 'WS': '93', 'RP': '93', 'D': '92', 'WE': '91'}",4.6,149,79,99,2,0,0,1,0,0,0,0,0
Bruno Paillard Rose Premiere Cuvee,/product/bruno-paillard-rose-premiere-cuvee/5912,Rosé Sparkling Wine,"Champagne, France","{'W&S': '94', 'WW': '93', 'JS': '93', 'D': '93', 'WS': '91', 'RP': '91', 'WE': '90'}",4.9,8,67,99,2,0,0,1,0,0,0,0,0
Secret Indulgence Le Duc Noir Pinot Noir 2016,/product/secret-indulgence-le-duc-noir-pinot-noir-2016/362096,Pinot Noir,"Sonoma Coast, Sonoma County, California","{'JD': '94', 'RP': '91'}",4.3,6,31,99,2,1,0,0,0,0,0,0,0
Bodega Garzon Uruguay Reserve Tannat 2017,/product/bodega-garzon-uruguay-reserve-tannat-2017/519888,Tannat,Uruguay,"{'JS': '92', 'WS': '91'}",4.2,13,19,99,2,1,0,0,0,0,0,0,0
Laurent-Perrier Cuvee Rose Brut,/product/laurent-perrier-cuvee-rose-brut/10521,Rosé Sparkling Wine,"Champagne, France","{'CG': '96', 'TP': '93', 'WE': '92', 'WS': '92', 'W&S': '90'}",4.6,143,100,"
    ",2,0,0,1,0,0,0,0,0
H. Blin Millesime Brut 2008,/product/h-blin-millesime-brut-2008/514338,Vintage Sparkling Wine,"Champagne, France","{'WE': '94', 'WS': '91'}",4.5,5,69,"
    ",2,0,0,1,0,0,1,0,0
Dona Paula Estate Malbec 2017,/product/dona-paula-estate-malbec-2017/515009,Malbec,"Uco Valley, Mendoza, Argentina",{'JS': '91'},4.4,6,15,99,2,1,0,0,0,0,0,0,0
Abbazia di Novacella Kerner 2017,/product/abbazia-di-novacella-kerner-2017/431184,Other White Wine,"Trentino-Alto Adige, Italy",{'WE': '94'},4.6,8,20,99,2,0,1,0,0,0,0,0,0
Chateau Berliquet 2015,/product/chateau-berliquet-2015/157792,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '97', 'WS': '92', 'V': '92', 'D': '91'}",4.1,26,47,99,2,1,0,0,0,0,0,0,0
Henriot Brut Souverain,/product/henriot-brut-souverain/84831,Non-Vintage Sparkling Wine,"Champagne, France","{'WE': '94', 'WW': '92', 'WS': '91', 'JS': '91'}",4.2,87,50,"
    ",2,0,0,1,0,0,0,0,0
Louis Jadot Beaujolais Villages 2017,/product/louis-jadot-beaujolais-villages-2017/506090,Gamay,"Beaujolais, Burgundy, France",{'JS': '91'},4.3,65,13,99,2,1,0,0,0,0,0,0,0
Marques de Murrieta Rioja Reserva 2014,/product/marques-de-murrieta-rioja-reserva-2014/421117,Tempranillo,"Rioja, Spain","{'TA': '94', 'RP': '93', 'WS': '92'}",4.0,47,29,"
    ",2,1,0,0,0,0,0,0,0
Chateau Pontet-Canet 2016,/product/chateau-pontet-canet-2016/202522,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'WE': '100', 'JS': '99', 'RP': '98', 'JD': '98', 'D': '97', 'WS': '95'}",4.2,7,169,99,3,1,0,0,1,0,1,0,0
El Enemigo Malbec 2015,/product/el-enemigo-malbec-2015/430383,Malbec,"Mendoza, Argentina",{'JS': '92'},4.8,8,24,99,3,1,0,0,0,0,0,0,0
Hiedler Langenlois Riesling 2016,/product/hiedler-langenlois-riesling-2016/417513,Riesling,"Kamptal, Austria","{'JS': '95', 'WE': '92', 'WS': '90'}",4.1,10,29,99,3,0,1,0,0,0,1,1,0
Chateau Smith Haut Lafitte 2015,/product/chateau-smith-haut-lafitte-2015/157782,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'JS': '99', 'RP': '97', 'WS': '96', 'WE': '96', 'D': '96', 'JD': '96'}",4.0,20,139,99,3,1,0,0,1,0,0,0,0
Alamos Malbec Mendoza Seleccion 2016,/product/alamos-malbec-mendoza-seleccion-2016/490870,Malbec,"Mendoza, Argentina","{'JS': '92', 'RP': '90'}",4.1,11,20,"
    ",3,1,0,0,0,0,0,0,0
Lucien Albrecht Cremant d'Alsace Brut,/product/lucien-albrecht-cremant-dalsace-brut/12033,Non-Vintage Sparkling Wine,"Alsace, France","{'D': '92', 'WE': '91', 'WW': '91', 'W&S': '90', 'JS': '90'}",4.0,132,24,"
    ",3,0,0,1,0,0,0,0,0
Carpe Diem Pinot Noir 2014,/product/carpe-diem-pinot-noir-2014/168005,Pinot Noir,"Anderson Valley, Mendocino, California","{'D': '95', 'WE': '91'}",4.1,113,35,"
    ",3,1,0,0,0,0,0,0,0
Zenato Valpolicella Superiore Ripassa 2015,/product/zenato-valpolicella-superiore-ripassa-2015/519159,Other Red Blends,"Valpolicella, Veneto, Italy","{'JS': '94', 'WS': '90'}",4.5,13,29,99,3,1,0,0,0,0,0,0,0
Domaine Bousquet Grande Reserve Malbec 2015,/product/domaine-bousquet-grande-reserve-malbec-2015/221210,Malbec,"Uco Valley, Mendoza, Argentina",{'WE': '92'},4.2,8,25,"
    ",3,1,0,0,0,0,0,0,0
Vina Cobos Felino Malbec 2017,/product/vina-cobos-felino-malbec-2017/507072,Malbec,"Mendoza, Argentina","{'JS': '93', 'RP': '90'}",4.1,17,19,99,3,1,0,0,0,0,0,0,0
Lucien Albrecht Cremant d'Alsace Brut Rose,/product/lucien-albrecht-cremant-dalsace-brut-rose/87804,Rosé Sparkling Wine,"Alsace, France","{'WW': '93', 'WS': '90'}",4.0,229,24,"
    ",3,0,0,1,0,0,0,0,0
Clos de los Siete Red Blend 2015,/product/clos-de-los-siete-red-blend-2015/509733,Other Red Blends,"Uco Valley, Mendoza, Argentina","{'JS': '93', 'WS': '91', 'TA': '91', 'RP': '90'}",4.1,37,19,99,3,1,0,0,0,0,0,0,0
Folie a Deux Alexander Valley Cabernet Sauvignon 2016,/product/folie-a-deux-alexander-valley-cabernet-sauvignon-2016/506814,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California","{'TP': '92', 'JD': '90'}",4.3,10,24,99,3,1,0,0,0,0,0,0,0
Chateau D'Aqueria Tavel Rose 2017,/product/chateau-daqueria-tavel-rose-2017/392265,Rosé,"Tavel, Rhone, France","{'RP': '92', 'WE': '91'}",4.2,13,21,99,3,0,0,0,0,0,0,0,0
Shaw & Smith Shiraz 2015,/product/shaw-and-smith-shiraz-2015/392874,Syrah/Shiraz,"Adelaide, Australia","{'JS': '96', 'RP': '92'}",4.2,10,34,99,3,1,0,0,0,0,0,1,0
Chateau Prieure-Lichine 2015,/product/chateau-prieure-lichine-2015/157793,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'JS': '96', 'WE': '95', 'V': '95', 'D': '92', 'WS': '92', 'RP': '90'}",4.0,11,49,99,3,1,0,0,0,0,0,0,0
Haras de Pirque Hussonet Gran Reserva Cabernet Sauvignon 2014,/product/haras-de-pirque-hussonet-gran-reserva-cabernet-sauvignon-2014/336329,Cabernet Sauvignon,"Maipo Valley, Chile",{'JS': '90'},4.3,7,15,99,3,1,0,0,0,0,0,0,0
Philipponnat Royale Reserve Brut,/product/philipponnat-royale-reserve-brut/21442,Non-Vintage Sparkling Wine,"Champagne, France","{'WW': '94', 'WE': '92', 'BH': '92', 'WS': '92', 'JS': '92', 'W&S': '91', 'RP': '90'}",4.3,6,61,99,3,0,0,1,0,0,0,0,0
Beringer Knights Valley Cabernet Sauvignon 2016,/product/beringer-knights-valley-cabernet-sauvignon-2016/515639,Cabernet Sauvignon,"Knights Valley, Sonoma County, California","{'JS': '94', 'RP': '90'}",4.0,31,36,"
    ",3,1,0,0,0,0,1,0,0
Alamos Torrontes 2017,/product/alamos-torrontes-2017/434607,Torrontes,"Salta, Argentina",{'JS': '90'},4.1,27,9,99,3,0,1,0,0,0,0,1,0
Mt. Brave Cabernet Sauvignon 2015,/product/mt-brave-cabernet-sauvignon-2015/388377,Cabernet Sauvignon,"Mt. Veeder, Napa Valley, California","{'RP': '96', 'WS': '94', 'JS': '92'}",4.4,7,89,"
    ",3,1,0,0,0,0,0,0,0
Mercer Family Vineyards Reserve Cabernet Sauvignon 2016,/product/mercer-family-vineyards-reserve-cabernet-sauvignon-2016/518571,Cabernet Sauvignon,"Horse Heaven Hills, Columbia Valley, Washington",{'W&S': '94'},4.0,11,25,"
    ",3,1,0,0,0,0,0,0,0
Pascual Toso Brut,/product/pascual-toso-brut/235869,Non-Vintage Sparkling Wine,"Mendoza, Argentina",{'JS': '90'},4.0,7,13,99,3,0,0,1,0,0,0,0,0
Tarapaca Gran Reserva Etiqueta Azul 2013,/product/tarapaca-gran-reserva-etiqueta-azul-2013/166511,Other Red Blends,"Maipo Valley, Chile","{'JS': '94', 'WE': '91'}",4.4,16,45,"
    ",3,1,0,0,0,0,0,0,0
Chateau Malartic-Lagraviere 2015,/product/chateau-malartic-lagraviere-2015/153297,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'JS': '96', 'D': '96', 'V': '96', 'WE': '95', 'RP': '92', 'WS': '92', 'JD': '92'}",4.2,32,59,99,3,1,0,0,0,0,1,0,0
Carpineto Chianti Classico Riserva 2015,/product/carpineto-chianti-classico-riserva-2015/385352,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy","{'WS': '94', 'RP': '90'}",4.1,19,28,"
    ",4,1,0,0,0,0,0,0,0
Tenuta Guado al Tasso Il Bruciato 2016,/product/tenuta-guado-al-tasso-il-bruciato-2016/427682,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy","{'JS': '94', 'RP': '93', 'WS': '90'}",4.2,112,31,"
    ",4,1,0,0,0,0,0,0,0
Graham's Six Grapes Reserve Port,/product/grahams-six-grapes-reserve-port/5968,Port,"Douro, Portugal","{'D': '95', 'W&S': '91', 'WW': '91'}",4.2,148,23,"
    ",4,0,0,0,0,0,0,0,0
Spottswoode Cabernet Sauvignon 2015,/product/spottswoode-cabernet-sauvignon-2015/508997,Cabernet Sauvignon,"St. Helena, Napa Valley, California","{'RP': '100', 'WW': '100', 'JD': '99', 'WE': '97', 'TP': '97', 'JS': '95', 'WS': '95'}",5.0,7,239,99,4,1,0,0,0,0,0,0,0
Z. Alexander Brown Uncaged Red Blend 2016,/product/z-alexander-brown-uncaged-red-blend-2016/429628,Other Red Blends,"North Coast, California",{'TP': '93'},4.1,131,20,"
    ",4,1,0,0,0,0,0,0,0
Pascual Toso Alta Cabernet Sauvignon 2014,/product/pascual-toso-alta-cabernet-sauvignon-2014/214446,Cabernet Sauvignon,"Mendoza, Argentina","{'WE': '94', 'JS': '92'}",4.2,8,46,99,4,1,0,0,0,0,0,0,0
Seghesio Cortina Zinfandel 2015,/product/seghesio-cortina-zinfandel-2015/414755,Zinfandel,"Dry Creek Valley, Sonoma County, California","{'WS': '94', 'RP': '93', 'JD': '93', 'WE': '93'}",4.4,18,39,99,4,1,0,0,0,0,1,0,0
Clos des Lunes Lune d'Argent 2016,/product/clos-des-lunes-lune-dargent-2016/202555,Bordeaux White Blends,"Sauternes, Bordeaux, France","{'JS': '93', 'D': '92', 'WS': '90'}",4.1,9,19,99,4,0,1,0,0,0,0,0,0
Chateau Siran 2015,/product/chateau-siran-2015/157844,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'RP': '94', 'JS': '94', 'WE': '93', 'WS': '92', 'D': '90'}",4.2,18,37,99,4,1,0,0,0,0,0,0,0
Belasco de Baquedano Llama Malbec 2017,/product/belasco-de-baquedano-llama-malbec-2017/414247,Malbec,"Mendoza, Argentina",{'JS': '91'},4.3,10,14,99,4,1,0,0,0,0,0,0,0
Chateau Fombrauge 2015,/product/chateau-fombrauge-2015/157726,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'WE': '95', 'JS': '94', 'RP': '92', 'WS': '92', 'D': '90'}",4.1,15,34,99,4,1,0,0,0,0,0,0,0
J Vineyards Cuvee 20 Brut,/product/j-vineyards-cuvee-20-brut/27883,Non-Vintage Sparkling Wine,"Russian River, Sonoma County, California","{'D': '96', 'WE': '91'}",4.4,39,38,"
    ",4,0,0,1,0,0,0,0,0
Jean-Luc Colombo Cotes du Rhone Les Abeilles 2016,/product/jean-luc-colombo-cotes-du-rhone-les-abeilles-2016/424224,Rhone Red Blends,"Cotes du Rhone, Rhone, France",{'WE': '90'},4.1,14,12,99,4,1,0,0,0,0,0,0,0
Catena Malbec 2016,/product/catena-malbec-2016/515007,Malbec,"Mendoza, Argentina","{'RP': '92', 'JS': '91', 'JD': '90'}",4.0,33,22,99,4,1,0,0,0,0,0,0,0
Feudo Maccari Saia 2015,/product/feudo-maccari-saia-2015/431024,Nero d'Avola,"Sicily, Italy","{'JS': '94', 'RP': '91', 'WS': '90', 'W&S': '90'}",4.5,12,39,"
    ",4,1,0,0,0,0,0,0,0
Chateau La Cabanne 2015,/product/chateau-la-cabanne-2015/158525,Bordeaux Red Blends,"Pomerol, Bordeaux, France","{'JS': '95', 'RP': '94', 'JD': '90'}",4.8,6,60,"
    ",4,1,0,0,1,0,0,0,0
Trivento Malbec Reserve 2017,/product/trivento-malbec-reserve-2017/430671,Malbec,"Mendoza, Argentina",{'D': '91'},4.0,25,11,99,4,1,0,0,0,0,0,0,0
Bodegas Alma Negra M Blend 2015,/product/bodegas-alma-negra-m-blend-2015/282035,Other Red Blends,"Mendoza, Argentina",{'WS': '90'},5.0,6,19,99,4,1,0,0,0,0,0,0,0
Rodney Strong Estate Pinot Noir 2015,/product/rodney-strong-estate-pinot-noir-2015/433464,Pinot Noir,"Russian River, Sonoma County, California",{'JS': '92'},4.0,50,25,"
    ",4,1,0,0,0,0,1,0,0
Commanderie de la Bargemone Coteaux d'Aix en Provence Rose 2018,/product/commanderie-de-la-bargemone-coteaux-daix-en-provence-rose-2018/521266,Rosé,"Coteaux d'Aix-en-Provence, Provence, France",{'WE': '91'},4.7,5,21,"
    ",4,0,0,0,0,0,0,0,0
Saint Jean Du Barroux La Source Cotes du Ventoux 2015,/product/saint-jean-du-barroux-la-source-cotes-du-ventoux-2015/519833,Rhone Red Blends,"Cotes du Ventoux, Rhone, France",{'JD': '93'},4.0,5,19,99,4,1,0,0,0,0,0,0,0
Salcheto Vino Nobile di Montepulciano 2015,/product/salcheto-vino-nobile-di-montepulciano-2015/512517,Sangiovese,"Montepulciano, Tuscany, Italy","{'WS': '94', 'WE': '94', 'RP': '91', 'D': '90'}",4.0,14,24,99,4,1,0,0,0,0,0,0,0
Domaine de Chevalier 2014,/product/domaine-de-chevalier-2014/142764,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'WE': '97', 'WW': '95', 'JS': '94', 'D': '94', 'JD': '94', 'RP': '93', 'WS': '92'}",4.4,12,69,99,4,1,0,0,1,0,0,0,0
Dry Creek Vineyard Cabernet Sauvignon 2016,/product/dry-creek-vineyard-cabernet-sauvignon-2016/512732,Cabernet Sauvignon,"Dry Creek Valley, Sonoma County, California",{'WW': '92'},4.4,7,28,99,4,1,0,0,0,0,0,0,0
Roger Sabon Chateauneuf-du-Pape Reserve 2016,/product/roger-sabon-chateauneuf-du-pape-reserve-2016/507364,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France","{'JD': '95', 'WS': '94'}",4.8,5,51,99,4,1,0,0,0,0,1,0,0
CVNE Imperial Gran Reserva Rioja 2011,/product/cvne-imperial-gran-reserva-rioja-2011/506180,Tempranillo,"Rioja, Spain","{'WE': '97', 'V': '94', 'RP': '93', 'W&S': '93', 'WS': '92'}",4.6,6,88,"
    ",5,1,0,0,0,0,0,0,0
Champalou Vouvray Brut Méthode Traditionnelle,/product/champalou-vouvray-brut-methode-traditionnelle/17263,Non-Vintage Sparkling Wine,"Vouvray, Touraine, Loire, France",{'WW': '92'},4.0,7,28,99,5,0,0,1,0,0,0,0,0
Michael David Winery Petite Petit 2016,/product/michael-david-winery-petite-petit-2016/509474,Petite Sirah,"Lodi, California",{'WE': '90'},4.1,64,17,99,5,1,0,0,0,0,0,0,0
Chateau Guiraud Sauternes 2005,/product/chateau-guiraud-sauternes-2005/96769,Other Dessert,"Sauternes, Bordeaux, France","{'WS': '97', 'JS': '97', 'WE': '95', 'W&S': '95', 'RP': '93', 'CG': '93'}",4.6,21,75,"
    ",5,0,0,0,1,0,1,0,0
The Federalist Lodi Zinfandel 2016,/product/the-federalist-lodi-zinfandel-2016/506500,Zinfandel,"Lodi, California",{'WE': '90'},4.3,21,16,99,5,1,0,0,0,0,0,0,0
Ravenswood Teldeschi Vineyard Zinfandel 2014,/product/ravenswood-teldeschi-vineyard-zinfandel-2014/336278,Zinfandel,"Dry Creek Valley, Sonoma County, California","{'TP': '95', 'WE': '90'}",4.0,39,39,"
    ",5,1,0,0,0,0,0,0,0
Brewer-Clifton Sta. Rita Hills Pinot Noir 2015,/product/brewer-clifton-sta-rita-hills-pinot-noir-2015/367641,Pinot Noir,"Sta. Rita Hills, Santa Barbara, Central Coast, California","{'WE': '94', 'RP': '91'}",4.3,6,44,99,5,1,0,0,0,0,0,0,0
Chateau Beau-Sejour Becot 2015,/product/chateau-beau-sejour-becot-2015/157629,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'WE': '96', 'WS': '95', 'RP': '95', 'JS': '95', 'D': '94'}",4.6,6,109,99,5,1,0,0,0,0,0,0,0
Chateau Cantemerle 2014,/product/chateau-cantemerle-2014/143240,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France","{'JS': '94', 'WE': '93', 'WS': '90'}",4.2,10,39,99,5,1,0,0,0,0,0,0,0
Chateau Maillet 2016,/product/chateau-maillet-2016/202442,Bordeaux Red Blends,"Pomerol, Bordeaux, France","{'JS': '95', 'RP': '92'}",4.3,6,42,99,5,1,0,0,1,0,0,0,0
Sur de los Andes Malbec Reserva 2014,/product/sur-de-los-andes-malbec-reserva-2014/521486,Malbec,"Mendoza, Argentina",{'WE': '91'},4.2,6,27,"
    ",5,1,0,0,0,0,0,0,0
La Rioja Alta Vina Arana Rioja Reserva 2011,/product/la-rioja-alta-vina-arana-rioja-reserva-2011/517454,Tempranillo,"Rioja, Spain","{'TA': '94', 'JS': '93', 'RP': '91'}",4.2,5,31,99,5,1,0,0,0,0,0,0,0
Philip Togni Cabernet Sauvignon 2013,/product/philip-togni-cabernet-sauvignon-2013/150981,Cabernet Sauvignon,"Spring Mountain District, Napa Valley, California","{'D': '100', 'RP': '96', 'WS': '94'}",4.4,9,199,97,5,1,0,0,1,0,0,0,0
Dom. Vincent Delaporte Sancerre 2017,/product/dom-vincent-delaporte-sancerre-2017/423822,Sauvignon Blanc,"Sancerre, Loire, France",{'TP': '93'},4.5,6,27,99,5,0,1,0,0,0,0,0,0
Concha y Toro Gran Reserva Serie Riberas Malbec 2016,/product/concha-y-toro-gran-reserva-serie-riberas-malbec-2016/358613,Malbec,"Colchagua Valley, Rapel Valley, Chile",{'JS': '91'},4.1,11,17,"
    ",5,1,0,0,0,0,0,0,0
Tikal Patriota 2015,/product/tikal-patriota-2015/289696,Other Red Blends,"Mendoza, Argentina","{'RP': '90', 'WE': '90'}",4.8,6,22,99,5,1,0,0,0,0,0,0,0
Zuccardi Serie A Malbec 2017,/product/zuccardi-serie-a-malbec-2017/514213,Malbec,"Uco Valley, Mendoza, Argentina","{'RP': '91', 'TA': '90'}",4.1,7,15,99,5,1,0,0,0,0,0,0,0
Marques de Caceres Rioja Crianza 2015,/product/marques-de-caceres-rioja-crianza-2015/520146,Tempranillo,"Rioja, Spain",{'TA': '90'},4.5,5,19,"
    ",5,1,0,0,0,0,0,0,0
Gruet Brut,/product/gruet-brut/12333,Non-Vintage Sparkling Wine,"New Mexico, Other U.S.","{'TP': '91', 'WS': '90'}",4.3,98,18,"
    ",5,0,0,1,0,0,0,0,0
Chateau Malescasse 2015,/product/chateau-malescasse-2015/157528,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France","{'JS': '92', 'WE': '92', 'JD': '90', 'RP': '90'}",4.2,36,25,99,5,1,0,0,1,0,0,0,0
Chateau La Fleur-Petrus 2016,/product/chateau-la-fleur-petrus-2016/275656,Bordeaux Red Blends,"Pomerol, Bordeaux, France","{'JS': '99', 'D': '98', 'JD': '98', 'RP': '97', 'WE': '95', 'WS': '94'}",4.5,7,239,99,5,1,0,0,0,0,0,0,0
Hartford Court Russian River Chardonnay 2017,/product/hartford-court-russian-river-chardonnay-2017/513342,Chardonnay,"Russian River, Sonoma County, California",{'JD': '94'},4.6,5,29,99,5,0,1,0,0,0,0,0,0
Trentadue Old Patch Red 2016,/product/trentadue-old-patch-red-2016/337698,Other Red Blends,"North Coast, California",{'WW': '90'},4.1,18,15,"
    ",5,1,0,0,0,0,0,1,0
Chateau Guiraud Sauternes 2011,/product/chateau-guiraud-sauternes-2011/129174,Other Dessert,"Sauternes, Bordeaux, France","{'JS': '99', 'WS': '97', 'WE': '95', 'RP': '92'}",4.1,16,73,99,5,0,0,0,0,0,1,0,0
Dominus Estate 2014,/product/dominus-estate-2014/204735,Bordeaux Red Blends,"Yountville, Napa Valley, California","{'JS': '98', 'RP': '97', 'JD': '97', 'D': '95'}",4.5,58,219,99,5,1,0,0,1,1,0,0,0
Veuve Clicquot Vintage Brut 2008,/product/veuve-clicquot-vintage-brut-2008/159736,Vintage Sparkling Wine,"Champagne, France","{'D': '96', 'WS': '93', 'WE': '93', 'JS': '93', 'RP': '92', 'W&S': '91'}",4.3,38,89,97,6,0,0,1,0,0,0,0,0
Piancornello Brunello di Montalcino 2013,/product/piancornello-brunello-di-montalcino-2013/400144,Sangiovese,"Montalcino, Tuscany, Italy","{'V': '96', 'RP': '93', 'JS': '93', 'WS': '93'}",4.0,17,71,"
    ",6,1,0,0,0,0,0,0,0
Chateau Fleur Cardinale 2015,/product/chateau-fleur-cardinale-2015/153292,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '95', 'JD': '94', 'WS': '93', 'RP': '92', 'D': '91'}",4.6,9,49,99,6,1,0,0,0,0,0,0,0
Tensley Colson Canyon Vineyard Syrah 2017,/product/tensley-colson-canyon-vineyard-syrah-2017/516852,Syrah/Shiraz,"Santa Barbara, Central Coast, California","{'JD': '95', 'WS': '95', 'RP': '93'}",4.6,9,45,99,6,1,0,0,1,0,0,0,0
Billecart-Salmon Brut Reserve,/product/billecart-salmon-brut-reserve/29135,Non-Vintage Sparkling Wine,"Champagne, France","{'D': '95', 'W&S': '91', 'WS': '91', 'WW': '91', 'JS': '91', 'WE': '90', 'RP': '90'}",4.4,49,59,99,6,0,0,1,0,0,0,0,0
Chateau Ducru-Beaucaillou 2016,/product/chateau-ducru-beaucaillou-2016/202327,Bordeaux Red Blends,"St-Julien, Bordeaux, France","{'JD': '100', 'JS': '99', 'RP': '98', 'WE': '98', 'WS': '97', 'D': '97'}",4.3,9,219,99,6,1,0,0,1,0,0,0,0
Ridge Lytton Springs 2016,/product/ridge-lytton-springs-2016/509123,Other Red Blends,"Dry Creek Valley, Sonoma County, California","{'V': '95', 'JS': '94', 'JD': '94', 'WS': '92', 'RP': '92'}",4.2,8,44,99,6,1,0,0,0,0,0,0,0
Josh Cellars North Coast Reserve Cabernet Sauvignon 2015,/product/josh-cellars-north-coast-reserve-cabernet-sauvignon-2015/238474,Cabernet Sauvignon,"North Coast, California",{'JS': '92'},4.1,91,19,99,6,1,0,0,0,0,0,0,0
Balletto Winery Russian River Valley Estate Pinot Noir 2016,/product/balletto-winery-russian-river-valley-estate-pinot-noir-2016/500704,Pinot Noir,"Russian River, Sonoma County, California","{'W&S': '93', 'WE': '90'}",4.7,8,32,99,6,1,0,0,0,0,0,0,0
Chateau Rieussec Sauternes 2010,/product/chateau-rieussec-sauternes-2010/125768,Other Dessert,"Sauternes, Bordeaux, France","{'WE': '96', 'JS': '96', 'RP': '96', 'WS': '94'}",4.2,34,64,99,6,0,0,0,1,0,0,0,0
Pulenta La Flor Malbec 2017,/product/pulenta-la-flor-malbec-2017/402650,Malbec,"Mendoza, Argentina",{'JS': '91'},4.2,12,15,99,6,1,0,0,0,0,0,0,0
Emilio Lustau East India Solera,/product/emilio-lustau-east-india-solera/59114,Sherry,"Jerez, Spain","{'WW': '94', 'W&S': '92', 'WE': '90'}",4.4,44,30,"
    ",6,0,0,0,0,0,0,0,0
