name,url,varietal,origin,rating_dict,avg_rating,rating_count,price_dollars,price_cents,page,red,white,sparking,collectible,giftable,green,screwcap,boutique
Twomey Cellars by Silver Oak Merlot 2014,/product/twomey-cellars-by-silver-oak-merlot-2014/430805,Merlot,"Napa Valley, California",{'WW': '92'},4.4,10,67,99,63,1,0,0,0,0,1,0,0
Remelluri Lindes de Remelluri Labastida 2014,/product/remelluri-lindes-de-remelluri-labastida-2014/518269,Other Red Blends,"Rioja, Spain","{'JS': '95', 'TA': '90'}",0.0,0,29,99,63,1,0,0,0,0,1,0,0
Casa Castillo Las Gravas 2015,/product/casa-castillo-las-gravas-2015/422984,Rhone Red Blends,"Jumilla, Spain",{'RP': '94'},0.0,0,35,"
    ",63,1,0,0,0,0,1,0,0
Allan Scott Marlborough Pinot Noir 2017,/product/allan-scott-marlborough-pinot-noir-2017/526738,Pinot Noir,"Marlborough, New Zealand",{'WS': '90'},0.0,0,19,99,63,1,0,0,0,0,0,1,0
Sierra Cantabria Reserva Unica 2014,/product/sierra-cantabria-reserva-unica-2014/431159,Tempranillo,"Rioja, Spain","{'JD': '94', 'RP': '90'}",3.4,7,29,99,63,1,0,0,0,0,1,0,0
Ziobaffa Organic Prosecco,/product/ziobaffa-organic-prosecco/214347,Non-Vintage Sparkling Wine,"Prosecco, Italy",{},4.2,14,16,99,63,0,0,1,0,0,1,0,0
Adami Garbel Brut Prosecco,/product/adami-garbel-brut-prosecco/100447,Non-Vintage Sparkling Wine,"Prosecco, Italy",{},4.2,17,18,99,63,0,0,1,0,0,0,0,0
Rust en Vrede Stellenbosch Estate Red Blend 2014,/product/rust-en-vrede-stellenbosch-estate-red-blend-2014/214502,Other Red Blends,South Africa,"{'WS': '92', 'JD': '92'}",4.8,5,49,99,63,1,0,0,0,0,0,0,0
Cosentino Cigar Old Vine Zinfandel 2017,/product/cosentino-cigar-old-vine-zinfandel-2017/516180,Zinfandel,"Lodi, California",{},4.1,8,22,"
    ",63,1,0,0,0,0,0,0,0
Ruffino Orvieto Classico 2017,/product/ruffino-orvieto-classico-2017/506772,Other White Blends,"Umbria, Italy",{},4.1,8,13,99,63,0,1,0,0,0,0,1,0
Mendel Malbec 2016,/product/mendel-malbec-2016/514808,Malbec,"Mendoza, Argentina",{'TA': '93'},0.0,0,25,99,63,1,0,0,0,0,0,0,0
Santa Margherita Sparkling Rose,/product/santa-margherita-sparkling-rose/115078,Rosé Sparkling Wine,"Trentino-Alto Adige, Italy",{},4.2,18,26,99,63,0,0,1,0,0,0,0,0
Kris Pinot Noir 2016,/product/kris-pinot-noir-2016/260432,Pinot Noir,"Friuli-Venezia Giulia, Italy",{},4.2,9,13,99,63,1,0,0,0,0,0,1,0
Zorzal Terroir Unico Sauvignon Blanc 2016,/product/zorzal-terroir-unico-sauvignon-blanc-2016/254314,Sauvignon Blanc,"Mendoza, Argentina",{'RP': '91'},0.0,0,13,99,63,0,1,0,0,0,0,0,0
Bootleg Red Blend 2014,/product/bootleg-red-blend-2014/383352,Other Red Blends,"Napa Valley, California","{'JS': '91', 'RP': '90'}",4.2,18,45,"
    ",63,1,0,0,0,0,0,0,0
Cinzano Prosecco,/product/cinzano-prosecco/99407,Non-Vintage Sparkling Wine,"Prosecco, Italy",{},4.2,21,14,99,63,0,0,1,0,0,0,0,0
Chocolate Shop Chocolate Red Wine,/product/chocolate-shop-chocolate-red-wine/124589,Other Dessert,"Walla Walla Valley, Columbia Valley, Washington",{},4.1,223,15,"
    ",63,0,0,0,0,0,0,0,0
Argyle Pinot Noir 2017,/product/argyle-pinot-noir-2017/516395,Pinot Noir,"Willamette Valley, Oregon",{},4.4,6,27,"
    ",63,1,0,0,0,0,1,1,0
Shardana 2012,/product/shardana-2012/532138,Other Red Blends,"Sardinia, Italy","{'JS': '92', 'RP': '91', 'WS': '90'}",0.0,0,25,99,63,1,0,0,0,0,0,0,0
Benvolio Pinot Grigio 2017,/product/benvolio-pinot-grigio-2017/507347,Pinot Gris/Grigio,"Friuli-Venezia Giulia, Italy",{},4.2,7,13,99,63,0,1,0,0,0,0,0,0
Rocca delle Macie Chianti Classico 2016,/product/rocca-delle-macie-chianti-classico-2016/504923,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy","{'JS': '92', 'WS': '91'}",3.9,12,17,99,63,1,0,0,0,0,0,0,0
Errazuriz Aconcagua Costa Wild Ferment Chardonnay 2016,/product/errazuriz-aconcagua-costa-wild-ferment-chardonnay-2016/405510,Chardonnay,"Aconcagua Valley, Chile","{'JS': '93', 'RP': '91'}",0.0,0,24,99,63,0,1,0,0,0,0,1,0
Zind-Humbrecht Gewurztraminer 2016,/product/zind-humbrecht-gewurztraminer-2016/499629,Gewurztraminer,"Alsace, France","{'JS': '92', 'WS': '91', 'RP': '91', 'WE': '91'}",3.8,6,26,99,63,0,1,0,0,0,1,0,0
Weingut Hirsch Kammern Gruner Veltliner 2017,/product/weingut-hirsch-kammern-gruner-veltliner-2017/516023,Gruner Veltliner,"Kamptal, Austria","{'JS': '93', 'WE': '92'}",0.0,0,24,99,63,0,1,0,0,0,0,1,0
Chateau Doisy Vedrines Sauternes 2016,/product/chateau-doisy-vedrines-sauternes-2016/202318,Other Dessert,"Sauternes, Bordeaux, France","{'WE': '95', 'WS': '93', 'D': '93', 'RP': '93', 'JS': '92'}",0.0,0,37,99,64,0,0,0,0,0,0,0,0
Michael David Winery Earthquake Petite Sirah 2015,/product/michael-david-winery-earthquake-petite-sirah-2015/414678,Petite Sirah,"Lodi, California",{},4.1,9,25,99,64,1,0,0,0,0,1,0,0
Enza Prosecco,/product/enza-prosecco/126134,Non-Vintage Sparkling Wine,"Prosecco, Italy",{},4.2,25,14,99,64,0,0,1,0,0,0,0,0
Chateau Marquis d'Alesme Becker (Futures Pre-Sale) 2017,/product/chateau-marquis-dalesme-becker-futures-pre-sale-2017/422827,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'JD': '95', 'RP': '94', 'WS': '93', 'JS': '92', 'D': '92'}",0.0,0,41,97,64,1,0,0,0,0,0,0,0
Chateau Lynch-Bages Echo de (Futures Pre-Sale) 2018,/product/chateau-lynch-bages-echo-de-futures-pre-sale-2018/520591,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'JD': '95', 'JS': '94', 'WS': '92', 'D': '92', 'RP': '92'}",0.0,0,41,97,64,1,0,0,0,0,0,0,0
Chateau Dauzac (Futures Pre-Sale) 2018,/product/chateau-dauzac-futures-pre-sale-2018/525909,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'WS': '95', 'WE': '94', 'JS': '94', 'D': '93'}",0.0,0,41,97,64,1,0,0,0,0,0,0,0
Steele Red Hills Cabernet Sauvignon 2016,/product/steele-red-hills-cabernet-sauvignon-2016/506929,Cabernet Sauvignon,"Red Hills, Lake County, North Coast, California",{'WE': '92'},0.0,0,28,"
    ",64,1,0,0,0,0,0,0,0
Chateau Corbin 2016,/product/chateau-corbin-2016/153215,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'WE': '95', 'JS': '93', 'RP': '93', 'D': '93', 'WS': '91'}",0.0,0,41,99,64,1,0,0,0,0,0,0,0
Famille Perrin Chateauneuf-du-Pape Les Sinards 2017,/product/famille-perrin-chateauneuf-du-pape-les-sinards-2017/518441,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France","{'WS': '94', 'RP': '94', 'JD': '92'}",0.0,0,49,99,64,1,0,0,0,0,0,0,0
Chateau Chauvin 2016,/product/chateau-chauvin-2016/238451,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '94', 'V': '93', 'RP': '92', 'JD': '92', 'D': '90', 'WS': '90'}",0.0,0,41,99,64,1,0,0,0,0,0,0,0
Chateau Ollieux-Romanis Corbieres Cuvee Or 2015,/product/chateau-ollieux-romanis-corbieres-cuvee-or-2015/433612,Rhone Red Blends,"Corbieres, Languedoc-Roussillon, France",{'RP': '95'},0.0,0,41,99,64,1,0,0,0,0,1,0,0
Col de Salici Col di Salice Rose di Salici Brut,/product/col-de-salici-col-di-salice-rose-di-salici-brut/133427,Rosé Sparkling Wine,"Veneto, Italy",{},4.3,13,14,99,64,0,0,1,0,0,0,0,0
Bodegas Lan Rioja Gran Reserva 2010,/product/bodegas-lan-rioja-gran-reserva-2010/343228,Tempranillo,"Rioja, Spain",{},4.1,14,23,99,64,1,0,0,0,0,0,0,0
Adaptation by Odette Cabernet Sauvignon 2016,/product/adaptation-by-odette-cabernet-sauvignon-2016/514849,Cabernet Sauvignon,"Napa Valley, California",{},4.9,8,59,99,64,1,0,0,0,0,0,0,0
Chateau Doisy Daene Grand Vin Blanc Sec 2016,/product/chateau-doisy-daene-grand-vin-blanc-sec-2016/505270,Bordeaux White Blends,"Bordeaux, France","{'WE': '96', 'RP': '93', 'WS': '92', 'JS': '90'}",0.0,0,24,99,64,0,1,0,0,0,0,0,0
CARO Aruma Malbec 2016,/product/caro-aruma-malbec-2016/226538,Malbec,"Mendoza, Argentina",{'JS': '91'},0.0,0,14,99,64,1,0,0,0,0,0,0,0
CARO Aruma Malbec 2017,/product/caro-aruma-malbec-2017/512529,Malbec,"Mendoza, Argentina",{'JS': '91'},3.9,5,16,99,64,1,0,0,0,0,0,0,0
Cono Sur Reserva Especial Pinot Noir 2016,/product/cono-sur-reserva-especial-pinot-noir-2016/509194,Pinot Noir,"San Antonio Valley (Chile), Chile",{'TA': '91'},0.0,0,14,99,64,1,0,0,0,0,0,1,0
Chateau Mangot (Futures Pre-Sale) 2018,/product/chateau-mangot-futures-pre-sale-2018/526484,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'RP': '95', 'JD': '93', 'JS': '92'}",0.0,0,19,97,64,1,0,0,0,0,0,0,0
Four Graces Pinot Blanc 2017,/product/four-graces-pinot-blanc-2017/485101,Pinot Blanc,"Willamette Valley, Oregon",{},4.4,5,26,"
    ",64,0,1,0,0,0,0,1,0
Bodegas Alma Negra M Blend 2016,/product/bodegas-alma-negra-m-blend-2016/409098,Other Red Blends,"Mendoza, Argentina",{},4.2,10,20,99,64,1,0,0,0,0,0,0,0
Ventana Arroyo Seco Estate Chardonnay 2014,/product/ventana-arroyo-seco-estate-chardonnay-2014/161256,Chardonnay,"Arroyo Seco, Monterey, Central Coast, California",{},4.1,5,14,99,64,0,1,0,0,0,0,0,0
Cupcake Vineyards Chardonnay 2017,/product/cupcake-vineyards-chardonnay-2017/517523,Chardonnay,"Monterey, Central Coast, California",{},4.5,6,10,99,64,0,1,0,0,0,0,0,0
Toscolo Chianti 2016,/product/toscolo-chianti-2016/353612,Sangiovese,"Chianti, Tuscany, Italy",{'JS': '88'},3.9,7,12,99,64,1,0,0,0,0,0,1,0
Cense Sauvignon Blanc 2017,/product/cense-sauvignon-blanc-2017/520991,Sauvignon Blanc,"Marlborough, New Zealand",{},4.1,5,15,99,64,0,1,0,0,0,0,1,0
Roth Alexander Valley Cabernet Sauvignon 2016,/product/roth-alexander-valley-cabernet-sauvignon-2016/516391,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",{},4.1,5,28,99,65,1,0,0,0,0,0,0,0
Stoller Dundee Hills Pinot Noir 2017,/product/stoller-dundee-hills-pinot-noir-2017/516416,Pinot Noir,"Dundee Hills, Willamette Valley, Oregon",{},4.1,5,27,99,65,1,0,0,0,0,1,1,0
Buena Vista La Victoire Brut Champagne,/product/buena-vista-la-victoire-brut-champagne/159812,Non-Vintage Sparkling Wine,"Champagne, France",{},4.1,5,75,"
    ",65,0,0,1,0,0,0,0,0
Brazin Old Vine Lodi Zinfandel 2016,/product/brazin-old-vine-lodi-zinfandel-2016/511739,Zinfandel,"Lodi, California",{},4.1,5,15,99,65,1,0,0,0,0,0,0,0
Maison Noir Horseshoes and Handgrenades,/product/maison-noir-horseshoes-and-handgrenades/137425,Other Red Blends,"Willamette Valley, Oregon",{},4.4,5,21,99,65,1,0,0,0,0,0,0,0
Chateau Lilian Ladouys (Futures Pre-Sale) 2017,/product/chateau-lilian-ladouys-futures-pre-sale-2017/422808,Bordeaux Red Blends,"St. Estephe, Bordeaux, France","{'WE': '93', 'TA': '93', 'JD': '92', 'JS': '91', 'WS': '91', 'D': '91', 'RP': '90'}",0.0,0,24,97,65,1,0,0,0,0,0,0,0
Chateau Montrose 2016,/product/chateau-montrose-2016/202476,Bordeaux Red Blends,"St. Estephe, Bordeaux, France","{'JD': '100', 'RP': '99', 'JS': '98', 'WE': '97', 'D': '97', 'WS': '96'}",0.0,0,209,99,65,1,0,0,1,0,0,0,0
Chateau Haut-Brisson (Futures Pre-Sale) 2017,/product/chateau-haut-brisson-futures-pre-sale-2017/422739,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '93', 'V': '93', 'JD': '92', 'RP': '91'}",0.0,0,24,97,65,1,0,0,0,0,0,0,0
Chateau Lilian Ladouys 2015,/product/chateau-lilian-ladouys-2015/153196,Bordeaux Red Blends,"St. Estephe, Bordeaux, France","{'JS': '92', 'WE': '91', 'JD': '90'}",0.0,0,24,99,65,1,0,0,0,0,0,0,0
Chateau Greysac 2015,/product/chateau-greysac-2015/526914,Bordeaux Red Blends,"Medoc, Bordeaux, France","{'WE': '92', 'RP': '91'}",0.0,0,24,99,65,1,0,0,0,0,0,0,0
Domaine Belle  Crozes-Hermitage Les Pierrelles 2016,/product/domaine-belle-crozes-hermitage-les-pierrelles-2016/522429,Syrah/Shiraz,"Crozes-Hermitage, Rhone, France","{'JD': '92', 'D': '91', 'RP': '90'}",0.0,0,24,99,65,1,0,0,0,0,0,0,0
Chateau Lilian Ladouys 2016,/product/chateau-lilian-ladouys-2016/202439,Bordeaux Red Blends,"St. Estephe, Bordeaux, France","{'JS': '93', 'JD': '92', 'WE': '92', 'WS': '91', 'RP': '91', 'D': '91'}",0.0,0,24,99,65,1,0,0,0,0,0,0,0
Chateau Larose-Trintaudon 2015,/product/chateau-larose-trintaudon-2015/516724,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France","{'WE': '92', 'JS': '90'}",2.8,5,26,99,65,1,0,0,0,0,0,0,0
Pavillon de Chavannes Cote de Brouilly Cuvee des Ambassades 2017,/product/pavillon-de-chavannes-cote-de-brouilly-cuvee-des-ambassades-2017/525927,Gamay,"Beaujolais, Burgundy, France",{'RP': '92'},0.0,0,24,99,65,1,0,0,0,0,0,0,0
Chateau La Gaffeliere (Futures Pre-Sale) 2017,/product/chateau-la-gaffeliere-futures-pre-sale-2017/422760,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'RP': '97', 'V': '97', 'JS': '95', 'JD': '93', 'WS': '92', 'D': '91'}",0.0,0,69,97,65,1,0,0,1,0,0,0,0
Chateau La Clotte (Futures Pre-Sale) 2018,/product/chateau-la-clotte-futures-pre-sale-2018/520486,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JD': '96', 'WE': '95', 'RP': '95', 'JS': '94', 'D': '94'}",0.0,0,69,97,65,1,0,0,0,0,0,0,0
Chateau Malartic-Lagraviere 2016,/product/chateau-malartic-lagraviere-2016/202443,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France","{'JS': '96', 'WE': '96', 'D': '95', 'JD': '94', 'WS': '92', 'RP': '92'}",0.0,0,85,"
    ",65,1,0,0,0,0,0,0,0
Domaine Saint Prefert Isabel Ferrando Chateauneuf-du-Pape Colombis 2017,/product/domaine-saint-prefert-isabel-ferrando-chateauneuf-du-pape-colombis-2017/525055,Rhone Red Blends,"Rhone, France",{'JD': '100'},0.0,0,99,99,65,1,0,0,1,0,1,0,1
Tilia Torrontes 2017,/product/tilia-torrontes-2017/393179,Torrontes,"Mendoza, Argentina",{},4.1,7,10,99,65,0,1,0,0,0,1,1,0
Barone Fini Valdadige Pinot Grigio 2017,/product/barone-fini-valdadige-pinot-grigio-2017/430388,Pinot Gris/Grigio,"Trentino-Alto Adige, Italy",{},4.2,13,14,99,65,0,1,0,0,0,0,0,0
Villa Sandi Il Fresco Rose,/product/villa-sandi-il-fresco-rose/125940,Rosé Sparkling Wine,"Veneto, Italy",{},4.3,12,15,99,65,0,0,1,0,0,0,0,0
Chateau Pitray (Futures Pre-Sale) 2018,/product/chateau-pitray-futures-pre-sale-2018/526480,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France",{'RP': '92'},0.0,0,11,97,65,1,0,0,0,0,0,0,0
Chateau Brisson (Futures Pre-Sale) 2018,/product/chateau-brisson-futures-pre-sale-2018/525904,Bordeaux Red Blends,"Cotes de Castillon, Bordeaux, France",{'RP': '92'},0.0,0,11,97,65,1,0,0,0,0,0,0,0
Columbia Crest H3 Cabernet Sauvignon 2016,/product/columbia-crest-h3-cabernet-sauvignon-2016/422189,Cabernet Sauvignon,"Horse Heaven Hills, Columbia Valley, Washington",{'WS': '90'},3.6,25,17,99,65,1,0,0,0,0,0,0,0
Prayers of Sinners Red Blend 2017,/product/prayers-of-sinners-red-blend-2017/520954,Other Red Blends,Washington,{},4.4,5,10,99,65,1,0,0,0,0,0,0,0
North by Northwest NxNW Red Blend 2014,/product/north-by-northwest-nxnw-red-blend-2014/312663,Other Red Blends,"Columbia Valley, Washington",{'WE': '89'},4.2,13,17,99,66,1,0,0,0,0,0,1,0
Marietta Game Trail Cabernet Sauvignon 2015,/product/marietta-game-trail-cabernet-sauvignon-2015/418033,Cabernet Sauvignon,"Yorkville Highlands, Mendocino, California","{'WW': '92', 'JD': '91'}",0.0,0,38,99,66,1,0,0,0,0,0,0,0
Lanson Black Label Brut,/product/lanson-black-label-brut/38479,Non-Vintage Sparkling Wine,"Champagne, France","{'WS': '91', 'WE': '90'}",4.3,18,45,"
    ",66,0,0,1,0,0,0,0,0
Acrobat Pinot Noir 2016,/product/acrobat-pinot-noir-2016/510841,Pinot Noir,Oregon,{},4.4,14,22,99,66,1,0,0,0,0,0,1,0
Wente Charles Wetmore Cabernet Sauvignon 2016,/product/wente-charles-wetmore-cabernet-sauvignon-2016/512848,Cabernet Sauvignon,"Livermore Valley, Central Coast, California",{},4.1,6,30,"
    ",66,1,0,0,0,0,1,0,0
Chloe Prosecco,/product/chloe-prosecco/144850,Non-Vintage Sparkling Wine,"Prosecco, Italy",{},4.1,43,17,"
    ",66,0,0,1,0,0,0,0,0
Ridge Lytton Estate Petite Sirah 2016,/product/ridge-lytton-estate-petite-sirah-2016/509195,Petite Sirah,"Dry Creek Valley, Sonoma County, California","{'V': '94', 'JS': '93', 'CG': '90'}",0.0,0,41,99,66,1,0,0,0,0,0,0,0
Gran Passione Rosso 2017,/product/gran-passione-rosso-2017/423132,Other Red Blends,"Veneto, Italy",{},4.3,9,13,99,66,1,0,0,0,0,0,0,0
Ziobaffa Organic Toscana 2013,/product/ziobaffa-organic-toscana-2013/214343,Sangiovese,"Tuscany, Italy",{'JS': '91'},3.9,143,13,99,66,1,0,0,0,0,1,0,0
Chateau Poesia (Futures Pre-Sale) 2018,/product/chateau-poesia-futures-pre-sale-2018/526994,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'RP': '96', 'JS': '96', 'WS': '96', 'JD': '96'}",0.0,0,33,97,66,1,0,0,0,0,0,0,0
New Age Red,/product/new-age-red/140937,Other Red Blends,"Mendoza, Argentina",{},4.1,112,13,"
    ",66,1,0,0,0,0,0,0,0
Bodega Colome Estate Malbec 2016,/product/bodega-colome-estate-malbec-2016/513027,Malbec,"Salta, Argentina","{'TA': '93', 'JS': '92'}",0.0,0,25,"
    ",66,1,0,0,0,0,0,0,0
Merf Cabernet Sauvignon 2016,/product/merf-cabernet-sauvignon-2016/506437,Cabernet Sauvignon,"Columbia Valley, Washington",{},4.5,13,13,99,66,1,0,0,0,0,0,0,0
Gabbiano Chianti Classico Riserva 2015,/product/gabbiano-chianti-classico-riserva-2015/515124,Sangiovese,"Chianti Classico, Chianti, Tuscany, Italy",{},4.1,7,24,99,66,1,0,0,0,0,0,0,0
Dutton-Goldfield Emerald Ridge Vineyard Pinot Noir 2015,/product/dutton-goldfield-emerald-ridge-vineyard-pinot-noir-2015/498193,Pinot Noir,"Green Valley, Russian River, Sonoma County, California","{'WE': '94', 'JS': '93'}",0.0,0,64,99,66,1,0,0,0,0,0,0,1
Regaleali Nero d'Avola 2016,/product/regaleali-nero-davola-2016/485100,Nero d'Avola,"Sicily, Italy",{},4.1,7,13,99,66,1,0,0,0,0,0,0,0
La Marca Prosecco,/product/la-marca-prosecco/24828,Non-Vintage Sparkling Wine,"Prosecco, Italy",{},4.1,402,17,"
    ",66,0,0,1,0,0,0,0,0
Feudi di San Gregorio Falanghina 2017,/product/feudi-di-san-gregorio-falanghina-2017/509323,Falanghina,Italy,{'JS': '90'},4.1,34,14,99,66,0,1,0,0,0,0,0,0
Molo 8 Lambrusco Mantovano,/product/molo-8-lambrusco-mantovano/145788,Red Sparkling Wine,"Lombardy, Italy",{},4.1,22,13,99,66,0,0,1,0,0,0,0,0
Masi Masianco Pinot Grigio/Verduzzo 2017,/product/masi-masianco-pinot-grigio-verduzzo-2017/414702,Pinot Gris/Grigio,"Friuli-Venezia Giulia, Italy",{},4.2,9,13,99,66,0,1,0,0,0,0,0,0
Chateau Pedesclaux (Futures Pre-Sale) 2017,/product/chateau-pedesclaux-futures-pre-sale-2017/422854,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'WE': '95', 'JS': '94', 'JD': '94', 'TA': '94', 'D': '93', 'WS': '91', 'RP': '91'}",0.0,0,42,97,66,1,0,0,0,0,0,0,0
Chateau Haut-Bages Liberal (Futures Pre-Sale) 2017,/product/chateau-haut-bages-liberal-futures-pre-sale-2017/422740,Bordeaux Red Blends,"Pauillac, Bordeaux, France","{'JS': '95', 'WS': '93', 'WE': '93'}",0.0,0,42,97,66,1,0,0,0,0,0,0,0
Villa Maria Private Bin Sauvignon Blanc 2017,/product/villa-maria-private-bin-sauvignon-blanc-2017/331846,Sauvignon Blanc,"Marlborough, New Zealand",{},4.1,47,14,"
    ",66,0,1,0,0,0,0,1,0
Clos du Mont Olivet Chateauneuf-du-Pape 2016,/product/clos-du-mont-olivet-chateauneuf-du-pape-2016/355754,Rhone Red Blends,"Chateauneuf-du-Pape, Rhone, France","{'JD': '94', 'WS': '93'}",0.0,0,42,99,66,1,0,0,0,0,0,0,0
Salentein Numina Gran Corte 2015,/product/salentein-numina-gran-corte-2015/516287,Bordeaux Red Blends,"Uco Valley, Mendoza, Argentina",{'TA': '94'},0.0,0,42,99,66,1,0,0,0,0,0,0,0
Boscarelli Vino Nobile di Montepulciano 2014,/product/boscarelli-vino-nobile-di-montepulciano-2014/391698,Sangiovese,"Montepulciano, Tuscany, Italy","{'JS': '92', 'WE': '91', 'WS': '90', 'RP': '90', 'W&S': '90'}",4.2,6,45,99,67,1,0,0,0,0,0,0,0
Chateau Faugeres 2015,/product/chateau-faugeres-2015/157794,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'JS': '95', 'WE': '95', 'WS': '93', 'RP': '92', 'JD': '92'}",4.0,10,44,99,67,1,0,0,0,0,0,0,0
Chloe Merlot 2015,/product/chloe-merlot-2015/317075,Merlot,"San Lucas, Monterey, Central Coast, California",{},4.1,8,18,"
    ",67,1,0,0,0,0,0,0,0
Frei Brothers Reserve Cabernet Sauvignon 2016,/product/frei-brothers-reserve-cabernet-sauvignon-2016/516188,Cabernet Sauvignon,"Alexander Valley, Sonoma County, California",{},4.1,8,27,"
    ",67,1,0,0,0,0,0,0,0
Domaine Pichot Vouvray Domaine Le Peu de la Moriette 2017,/product/domaine-pichot-vouvray-domaine-le-peu-de-la-moriette-2017/503022,Chenin Blanc,"Vouvray, Touraine, Loire, France",{},4.1,16,18,99,67,0,1,0,0,0,0,0,0
Au Bon Climat Santa Barbara Pinot Noir 2017,/product/au-bon-climat-santa-barbara-pinot-noir-2017/513890,Pinot Noir,"Santa Barbara, Central Coast, California",{},4.3,8,24,99,67,1,0,0,0,0,0,0,0
Dona Paula Malbec Seleccion de Bodega 2014,/product/dona-paula-malbec-seleccion-de-bodega-2014/289663,Malbec,"Mendoza, Argentina","{'JS': '92', 'D': '91'}",0.0,0,50,"
    ",67,1,0,0,0,0,0,0,0
Walt La Brisa Pinot Noir 2016,/product/walt-la-brisa-pinot-noir-2016/346426,Pinot Noir,"Sonoma County, California","{'RP': '91', 'WW': '90'}",4.5,14,43,99,67,1,0,0,0,0,0,0,0
Orin Swift Cellars Abstract 2017,/product/orin-swift-cellars-abstract-2017/513092,Other Red Blends,California,{'RP': '91'},4.6,42,43,"
    ",67,1,0,0,0,0,0,0,0
Chanin Los Alamos Vineyard Pinot Noir 2014,/product/chanin-los-alamos-vineyard-pinot-noir-2014/161989,Pinot Noir,"Santa Barbara, Central Coast, California","{'WE': '95', 'RP': '93'}",0.0,0,64,99,67,1,0,0,0,0,0,0,1
Tilia Cabernet Sauvignon 2017,/product/tilia-cabernet-sauvignon-2017/507693,Cabernet Sauvignon,"Mendoza, Argentina",{},4.1,5,14,99,67,1,0,0,0,0,0,0,0
Varichon & Clerc Privilege Blanc de Blancs,/product/varichon-and-clerc-privilege-blanc-de-blancs/136362,Non-Vintage Sparkling Wine,"Savoie, France",{},4.0,10,14,99,67,0,0,1,0,0,0,0,0
Produttori del Barbaresco Langhe Nebbiolo 2017,/product/produttori-del-barbaresco-langhe-nebbiolo-2017/516242,Nebbiolo,"Piedmont, Italy",{},4.8,5,27,99,67,1,0,0,0,0,0,0,0
Bolla Amarone 2013,/product/bolla-amarone-2013/422551,Other Red Blends,"Veneto, Italy",{},4.2,6,52,99,67,1,0,0,0,0,0,0,0
Murphy-Goode Liar's Dice Zinfandel 2014,/product/murphy-goode-liars-dice-zinfandel-2014/430267,Zinfandel,"Sonoma County, California",{'WW': '89'},4.5,7,19,99,67,1,0,0,0,0,0,0,0
Bodegas Nieto Senetiner Don Nicanor Barrel Select Malbec 2016,/product/bodegas-nieto-senetiner-don-nicanor-barrel-select-malbec-2016/502246,Malbec,"Mendoza, Argentina","{'JS': '94', 'TA': '93', 'RP': '91'}",0.0,0,29,99,67,1,0,0,0,0,0,0,0
Chateau Fonroque (Futures Pre-Sale) 2018,/product/chateau-fonroque-futures-pre-sale-2018/520458,Bordeaux Red Blends,"St. Emilion, Bordeaux, France","{'WS': '96', 'JD': '95', 'JS': '93', 'RP': '93', 'D': '92'}",0.0,0,34,97,67,1,0,0,0,0,1,0,0
Freemark Abbey Chardonnay 2016,/product/freemark-abbey-chardonnay-2016/400841,Chardonnay,"Napa Valley, California",{'RP': '90'},4.3,16,30,"
    ",67,0,1,0,0,0,0,0,0
Ramos Pinto Fine White Port,/product/ramos-pinto-fine-white-port/14254,Port,Portugal,{},4.3,17,18,99,67,0,0,0,0,0,0,0,0
Chateau Brane-Cantenac (Futures Pre-Sale) 2018,/product/chateau-brane-cantenac-futures-pre-sale-2018/520384,Bordeaux Red Blends,"Margaux, Bordeaux, France","{'JS': '96', 'WE': '96', 'JD': '96', 'D': '95', 'RP': '94'}",0.0,0,71,97,67,1,0,0,0,0,0,0,0
Saint Roch Les Vignes Cotes de Provence Rose 2018,/product/saint-roch-les-vignes-cotes-de-provence-rose-2018/521347,Rosé,"Cotes de Provence, Provence, France",{'WW': '91'},0.0,0,14,99,67,0,0,0,0,0,0,0,0
Vidal-Fleury Cotes du Rhone Blanc 2016,/product/vidal-fleury-cotes-du-rhone-blanc-2016/507076,Rhone White Blends,"Cotes du Rhone, Rhone, France",{'JD': '90'},0.0,0,14,99,67,0,1,0,0,0,0,0,0
Zind-Humbrecht Muscat 2015,/product/zind-humbrecht-muscat-2015/242546,Muscat,"Alsace, France","{'JS': '92', 'WS': '90', 'W&S': '90'}",0.0,0,32,99,67,0,1,0,0,0,1,0,0
