,name,url,varietal,origin,rating_dict,avg_rating,rating_count,page,red,white,sparking,collectible,giftable,green,screwcap,boutique,price,price_bins,description
820,Domaine Carneros Brut 2014,/product/domaine-carneros-brut-2014/505620,Vintage Sparkling Wine,California,"{'WS': '93', 'WE': '90'}",4.2,11,35,0,0,1,0,0,0,0,0.0,40.0,20-50,"The Vintage Brut Cuvée is the signature wine of Domaine Carneros. It encompasses the widest range of estate clones and vineyard blocks of the winery’s collection. The tapestry of flavors that result, married with the inherent finesse of the cool Carneros fruit, create wines of depth and complexity. The 2014 vintage was enhanced by the three and years of bottle age sur lie in the cellar before release.This very focused and elegant wine displays lovely notes of lime blossom, pears, and summer herbs with a hint of light toastiness. A round wine, the palate displays an array of fruit nuances of lime zest, lemon meringue, green apple and a touch of green tea.Pairs well with seafood and meat, especially oysters and filet mignon. The winemaker's favorite is with roast chicken and a light brieBlend: 62% Pinot Noir, 35% Chardonnay, 3% Pinot Gris View More"
821,Rudius Hudson Vineyard Syrah 2013,/product/rudius-hudson-vineyard-syrah-2013/501687,Syrah/Shiraz,California,"{'RP': '94', 'WS': '91'}",0.0,0,35,1,0,0,0,0,0,0,1.0,47.99,20-50,"The Hudson Vineyard Syrah is always a stand out in our portfolio for its considerably French- leaning style and incredible balance. Both the mouth feel and aromatics are dominated by secondary characteristics, brought to the forefront by beautifully balanced acidity. Forrest mushrooms, roasted game meat and accents of cardamom spice are highlighted by just-ripe fig and a fresh brininess, owing to the distinct minerality of Hudson’s soils. Our signature subtlety with oak on our Rhones serves to preserve the pristine fruit character of the Alban Clone, while the purely native fermentation leaves the wine’s inherent aromatics intact. This is one California Syrah that strongly speak to its origin, and will undoubtedly remind you why you fell in love with the varietal and the terroir in the first place. View More"
822,A Tribute to Grace Vie Caprice Vineyard Grenache 2016,/product/a-tribute-to-grace-vie-caprice-vineyard-grenache-2016/520881,Grenache,California,"{'V': '94', 'JD': '92'}",0.0,0,35,1,0,0,0,0,0,0,1.0,47.99,20-50,"Notes of Black Doris plum, tobacco and cinammon. View More"
823,Yarden Mount Hermon Moscato 2017,/product/yarden-mount-hermon-moscato-2017/514742,Muscat,Israel,{},4.8,5,35,0,1,0,0,0,0,0,0.0,14.99,<20,"The 2017 Mount Hermon Moscato features an aromatic mix of litchi, lime, lemon, pear and tropical fruit characters, layered with floral and spice notes. This youthful dessert wine is lightly sparkling, agreeably sweet yet pleasantly drinkable. Mount Hermon Moscato is best enjoyed within about 18 months of vintage.A wonderful aperitif, the wine also pairs well with lemon-almond biscotti, strawberry tiramisu, or cherry pie. View More"
824,Vanderpump Rose 2018,/product/vanderpump-rose-2018/525906,Rosé,France,{},4.8,5,35,0,0,0,0,0,0,0,0.0,18.99,<20,"Pale rose, peach color. Elegant nose with delicate red currant and hints of pepper as well as sweet citrus. On the palate, it reveals a touch of strawberry, tangerine and peach in a dry, classic style.
Perfect with light appetizers, seafood and of course the classic Provence dish, Moules Frites. View More"
825,Novy Santa Lucia Highlands Syrah 2014,/product/novy-santa-lucia-highlands-syrah-2014/177501,Syrah/Shiraz,California,"{'WE': '93', 'WS': '91', 'RP': '90'}",3.3,5,35,1,0,0,0,0,0,0,1.0,29.0,20-50,"The 2014 Novy Santa Lucia Highlands Syrah mixes blackberry and smoked meat aromas. On the palate, the wine shows both cooler and warmer flavor aspects, as olive and earth mix with more forward black fruits such as plum. The finish is quite lively, with good levels of acidity carrying these flavors forward and promising a long life ahead. View More"
826,Frog's Leap Estate Grown Cabernet Sauvignon 2016,/product/frogs-leap-estate-grown-cabernet-sauvignon-2016/516225,Cabernet Sauvignon,California,"{'V': '93', 'WW': '93', 'D': '92'}",4.1,8,35,1,0,0,1,0,1,0,0.0,65.0,50-100,"A wine with all the hallmarks of the legendary Cabernets of Rutherford: deep, cassis currant aromas, the classic notes of Rutherford Dust, earthen flavors of cedar and black olive and a velvety, plush mouthfeel.91% Cabernet Sauvignon, 6% Cabernet Franc, 3% Merlot View More"
827,Errazuriz Max Reserva Chardonnay 2017,/product/errazuriz-max-reserva-chardonnay-2017/519745,Chardonnay,Chile,"{'JS': '92', 'RP': '91'}",0.0,0,35,0,1,0,0,0,0,1,0.0,20.0,<20,"This Chardonnay will delight you with its bright acidity and vivid aromas. Floral aromas of ripe apple, apricot, vanilla and a touch of spice combine with the rich apple flavors and crisp acidity. In the mouth, this wine is elegant and impressive, showing good acidity, structure and the fine balance characteristic of the Aconcagua Valley terroir. View More"
828,Best's Great Western Riesling 2017,/product/bests-great-western-riesling-2017/355479,Riesling,Australia,{'JS': '93'},4.1,5,35,0,1,0,0,0,0,1,0.0,25.0,20-50,"The Rieslings of Best’s have a proven ability to mature gracefully for 20 years or more. This example is no exception and its youthful freshness is a good sign for its long life in the cellar. It will gather complex toasty aromas and flavors as the years pass. 
Enjoy with fish and chips by the sea in summer or a spicy fish curry by a fire in winter. View More"
829,Chateau Potensac (Futures Pre-Sale) 2018,/product/chateau-potensac-futures-pre-sale-2018/520651,Bordeaux Red Blends,France,"{'JS': '94', 'JD': '93', 'WS': '92', 'RP': '92', 'D': '91'}",0.0,0,35,1,0,0,0,0,0,0,0.0,26.97,20-50,"This 2018 vintage offers a ripe, very expressive fruit and apowerful and particularly velvety tannic structure. Elegantand opulent, it combines the power and classicism of agreat vintage to age with the delicacy of solar vintages.Blend: 45% Merlot, 36% Cabernet Sauvignon, 18% Cabernet Franc, 1% Petit Verdot View More"
830,Chateau Beaumont (Futures Pre-Sale) 2018,/product/chateau-beaumont-futures-pre-sale-2018/520373,Bordeaux Red Blends,France,"{'JD': '92', 'D': '91', 'RP': '90'}",0.0,0,35,1,0,0,0,0,0,0,0.0,15.97,<20, View More
831,Chateau Senejac (Futures Pre-Sale) 2018,/product/chateau-senejac-futures-pre-sale-2018/520665,Bordeaux Red Blends,France,"{'RP': '92', 'D': '90'}",0.0,0,35,1,0,0,0,0,0,0,0.0,15.97,<20, View More
832,Errazuriz Max Reserva Cabernet Sauvignon 2016,/product/errazuriz-max-reserva-cabernet-sauvignon-2016/513114,Cabernet Sauvignon,Chile,"{'JS': '92', 'D': '92', 'WW': '91', 'WE': '90'}",3.8,23,35,1,0,0,0,0,0,0,0.0,21.0,20-50,"Bright, deep, and intense ruby red leaning toward violet. This highly complex wine offers aromas of roasted red pepper, cigar box, black fruit, and a touch of fresh-roasted coffee. Fresh, elegant, and friendly on the palate with a silky, velvety texture, delicious acidity and smooth, well-rounded tannins. View More"
833,Errazuriz Max Reserva Pinot Noir 2017,/product/errazuriz-max-reserva-pinot-noir-2017/493812,Pinot Noir,Chile,"{'JS': '92', 'WW': '91', 'RP': '90'}",3.6,12,35,1,0,0,0,0,0,0,0.0,20.0,<20,"Beautiful cherry red color. Aromas of cherries, raspberries, and rose hips are complemented, with soft touches of tobacco and earthy notes. On the palate, the wine is juicy, predominated by red fruit character and is accompanied by delicate balsamic notes. A wine of great balance, structure, elegant tannins, and length. View More"
834,Errazuriz Max Reserva Carmenere 2016,/product/errazuriz-max-reserva-carmenere-2016/501601,Carmenere,Chile,{'JS': '93'},3.7,29,35,1,0,0,0,0,0,0,0.0,20.0,<20,"The 2016 vintage of our Max Reserva Carmenere displays a beautiful ruby red color. On the nose, aromas of red roasted pepper, tobacco, dill, and mushrooms are complimented by a subtle note of blackberries and cherries. On the palate, the wine shows fresh and delicate flavors of cherry and plum complimented by a touch of spice, chocolate and roasted coffee beans. The wine is well balanced with mouthwatering acidity and round, soft tannins.
Blend: 85% Carmenere, 11%Syrah, 4% Petit Verdot View More"
835,Lapostolle Grand Selection Merlot 2017,/product/lapostolle-grand-selection-merlot-2017/528612,Merlot,Chile,{'JS': '92'},0.0,0,35,1,0,0,0,0,0,0,0.0,15.99,<20,"Clean burgundy color with cherry hues. Expressive nose of red and black fruit such as blackberry along with fresh aromas such as thyme and black pepper. Medium body with a good fruit expression. Good balance among components.The ideal companion for pastas with red sauces, or paprika stuffed with quinoa and tomatoes, or a pizza with mushrooms and pepperoni.Blend: 86% Merlot, 12% Syrah, 2% Petit Verdot View More"
836,La Antigua Classico Reserva 2010,/product/la-antigua-classico-reserva-2010/433242,Other Red Blends,Spain,{'JS': '91'},4.1,5,35,1,0,0,0,0,1,0,0.0,25.99,20-50,Fruit comes from organically grown vines planted from 1940-1955 at 1865 feet elevation. Fermentation lasts 24 months in stainless steel tanks plus 48 months aging in 60% French and 40% American oak barrels. View More
837,Castello di Meleto Chianti Classico 2015,/product/castello-di-meleto-chianti-classico-2015/520255,Sangiovese,Italy,"{'WS': '92', 'JS': '90'}",0.0,0,35,1,0,0,0,0,0,0,0.0,19.99,<20,"Castello di Meleto Chianti Classico is a deep ruby red color. The wine offers a complex nose of cherries, floral and vanilla notes Soft and round with well-integrated tannins; excellent ­balance with a persistent finish.
Excellent with pastas in meat sauce, grilled meats and aged cheeses. View More"
838,Concha y Toro Gran Reserva Serie Riberas Carmenere 2017,/product/concha-y-toro-gran-reserva-serie-riberas-carmenere-2017/521244,Carmenere,Chile,"{'WS': '90', 'WW': '90'}",0.0,0,36,1,0,0,0,0,0,0,0.0,17.99,<20,"Deep, dark red in color with lush aromas of cherries, blackcurrant, and blackberry, with a touch of black and white pepper. Tight and focused with deeply concentrated flavors and an almost silky texture with soft, smooth tannins that come to the fore at the beginning of the long finish.
Pair with Duck magret or confit; meats with sweet-and-sour sauces. View More"
839,Bohigas Brut Reserva Cava,/product/bohigas-brut-reserva-cava/131248,Non-Vintage Sparkling Wine,Spain,{'RP': '90'},4.3,21,36,0,0,1,0,0,0,0,0.0,18.0,<20,"Pale yellow colour. Constant and small bubble. Foam of great persistence. Very fruity aromas, especially of white fruit (acid apple and pear) on shades of peel of citrics and white flowers. In the background, some spicy notes owed to ageing (cinnamon) and cookies. It is a well-structured ""cava"" in the mouth. Well picked up over its acidity that tenses it overall from beginning to end. The bubble lends a creamy feeling, and it gives volume and softness to the structure that returns acidity and widens the aromas of white fruits and spices that are repeated in the mouth. Its balanced end harmonizes its acidity, and leaves a memory of freshness and volume owing to its light sugar content View More"
840,Alain Brumont Chateau Bouscasse Madiran 2014,/product/alain-brumont-chateau-bouscasse-madiran-2014/526894,Other Red Blends,France,{'WE': '94'},0.0,0,36,1,0,0,0,0,0,0,0.0,25.99,20-50,"Powerful but elegant, subtle and well structured. Delicate fruit aromas withnotes of blackberries and soft tannins.Pairs well with red or spicy meats, for example duck breast. View More"
841,Domaine de Marcoux Chateauneuf-du-Pape Vieilles Vignes 2015,/product/domaine-de-marcoux-chateauneuf-du-pape-vieilles-vignes-2015/312702,Rhone Red Blends,France,"{'V': '98', 'JD': '96', 'RP': '95'}",0.0,0,36,1,0,0,1,0,1,0,1.0,134.99,100+,"The Vieilles Vignes, a cuvee made entirely from old-vine Grenache, made in vintages where the Grenache is abundant, rich and complex. It is sourced from the sandy soils of Charbonnieres (planted 1900), the limestone marl of Esquierons (planted 1900/1949), and the gravelly red clay of Gallimardes (planted 1934/1959). It is aged entirely in 350L barrels for 18 months. While more concentrated and structured than the regular cuvee, it still possesses the delicate floral and spice character that is the signature of this domaine. No Vieilles Vignes was produced in 2013 or 2014. View More"
842,Moet & Chandon Ice Imperial Rose,/product/moet-and-chandon-ice-imperial-rose/217611,Rosé Sparkling Wine,France,{},4.8,18,36,0,0,1,0,0,0,0,0.0,69.99,50-100,"Moet Ice Imperial Rose, is the first and only rose champagne especially created to be enjoyed on ice. A new champagne tasting experience that brings together pleasure, freshness and the free spirit of summer time.A gleaming vivid pink color in the glass with golden highlights. The wine shows a vibrant, fruity bouquet, with mainly scents of fragrant red berries and cherries: Morello cherry, lingonberry and cranberry. Nuances of juicy summer fruits: fig and nectarine with an appetizing note of grenadine. Luscious on the palate combing sweetness and firmness. The sweetness reminiscent of berries disperses and becomes lighter. A harmonious balance of fruitiness and freshness. A refreshing finish with a deliciously bittersweet note of pink grapefruit.  View More"
843,Chateau Prieure-Lichine (Futures Pre-Sale) 2018,/product/chateau-prieure-lichine-futures-pre-sale-2018/520652,Bordeaux Red Blends,France,"{'WE': '96', 'V': '95', 'JS': '94', 'D': '94', 'RP': '93', 'JD': '93', 'WS': '92'}",0.0,0,36,1,0,0,0,0,0,0,0.0,44.97,20-50,"The structured and dynamic Cabernet Sauvignon grapes provided the balance for the Merlot, which was rich in alcohol. The color is deep and brilliant. Black fruit with great aromatic power comes through with an elegant mouth-feel. The richness and complexity of the Margaux terroir are expressed in the most perfect way in this King Cabernet vintage, demonstrating the pertinence of the technical approach adopted by the Ballande family over the last 20 years.
Blend: 65% Cabernet Sauvignon, 30% Merlot, 5% Petit Verdot View More"
844,Chateau Marquis d'Alesme (Futures Pre-Sale) 2018,/product/chateau-marquis-dalesme-futures-pre-sale-2018/520610,Bordeaux Red Blends,France,"{'JD': '97', 'WS': '96', 'RP': '96', 'JS': '95', 'D': '94'}",0.0,0,36,1,0,0,0,0,0,0,0.0,44.97,20-50, View More
845,Chateau Faugeres (Futures Pre-Sale) 2018,/product/chateau-faugeres-futures-pre-sale-2018/520448,Bordeaux Red Blends,France,"{'JS': '96', 'WS': '95', 'JD': '94', 'RP': '93', 'D': '92'}",0.0,0,36,1,0,0,0,0,0,0,0.0,44.97,20-50,"Our Merlot, particularly those on hillsides, behaved admirably this year. We must also pay tribute to the success of the Cabernet Sauvignon and Franc, and their breathtaking aromatic radiance. Precise management of the harvest ensured that we retained freshness and crisp fruit. The dry summer months resulted in fairly small-sized grapes, and low yields meant that the fruit was naturally very concentrated. Dark and intense in colour with rather generous alcohol levels, opulent on the palate, with smooth, silky tannins. This is a powerful, concentrated, rich vintage. Sublime, sunny 2018 can be compared to the exceptional 2009 or even the great 2005.
Blend: 85% Merlot, 10% Cabernet Franc, 5% Cabernet Sauvignon View More"
846,Chateau Kirwan (Futures Pre-Sale) 2018,/product/chateau-kirwan-futures-pre-sale-2018/520484,Bordeaux Red Blends,France,"{'WE': '96', 'WS': '95', 'JS': '93', 'D': '93', 'RP': '93'}",0.0,0,36,1,0,0,0,0,0,0,0.0,44.97,20-50,"It is a wine that is exuberant without being opulent, rich without being heavy, fresh without being aggressive. Everything is in balance.
Blend: 42% Cabernet Sauvignon, 29% Merlot, 15% Cabernet Franc, 13% Petit Verdot View More"
847,Chateau Haut-Bages Liberal (Futures Pre-Sale) 2018,/product/chateau-haut-bages-liberal-futures-pre-sale-2018/520473,Bordeaux Red Blends,France,"{'JS': '97', 'D': '92'}",0.0,0,36,1,0,0,0,0,0,0,0.0,44.97,20-50, View More
848,Chateau Barde Haut 2016,/product/chateau-barde-haut-2016/202242,Bordeaux Red Blends,France,"{'V': '96', 'JS': '94', 'JD': '94', 'RP': '93', 'WS': '92', 'D': '91'}",0.0,0,36,1,0,0,0,0,0,0,0.0,44.99,20-50,Blend: 80% Merlot and 20% Cabernet Franc View More
849,Chateau Gloria 2014,/product/chateau-gloria-2014/142730,Bordeaux Red Blends,France,"{'WE': '96', 'JS': '94', 'WS': '91'}",3.8,26,36,1,0,0,0,0,0,0,0.0,44.99,20-50,A deep red violet color. A jammy nose of red fruits. Notes of licorice and vanilla. On entering the mouth it is silky with an exceptional melting quality. Highly precise tannins with exceptional elegance and length. View More
850,Louis Latour Chassagne-Montrachet Morgeot Premier Cru 2013,/product/louis-latour-chassagne-montrachet-morgeot-premier-cru-2013/418044,Chardonnay,France,"{'WE': '93', 'JS': '92', 'WS': '90', 'BH': '90'}",4.8,6,36,0,1,0,0,0,0,0,1.0,100.0,50-100,"Pale yellow in color, this wine has a nose of mirabelle and honey. It reveals a great freshness with almonds aromas and tension through the finish.  Pair with shellfish, fish, foie gras and goats cheese. View More"
851,Mumm Napa Cuvee M,/product/mumm-napa-cuvee-m/80229,Non-Vintage Sparkling Wine,California,{'WE': '91'},4.0,76,36,0,0,1,0,0,0,0,0.0,24.0,20-50,"The naturally ripened fruit selected from more than 50 separate vineyards, reveals layers of crisp and creamy textures that are rich and lingering. Individually selected lots were kept separate during initial fermentation in order to highlight their vineyard differences and extract the quintessence of their specific strengths. The resulting blend is a soft and elegant wine that highlights the delicious and powerful ripe fruit flavors that characterize the world-class grapes of the Napa Valley.Cuvée M exhibits a graceful stream of very fine bubbles gently rising to a persistent mousse cordon with a light peach rose color. The aromas are elegant, rich and complex, showing fresh white and yellow stone fruits with subtle hints of wild strawberry. A light touch of fresh brioche, with hints of vanilla and honey add to the wine's complex bouquet. On the palate, full flavors of peach and pear combine with a creamy caramel character, which lingers into a long satisfying finish.Mumm Napa's Cuvée M is the perfect sparkling wine for champagne cocktails or as an apéritif to pair with hors d'oeuvres. It is also a perfect match with creamy desserts and spicy foods. View More"
852,Quinta do Noval Noval Black,/product/quinta-do-noval-noval-black/118082,Port,Portugal,{'W&S': '91'},4.2,43,36,0,0,0,0,0,0,0,0.0,22.99,20-50,"Black is a revolutionary new style of port. The bright aromatics, incredible freshness and perfect balance bring it outside the stodgy ""vintage-character"" category.

Enjoy it any time: chilled, before dinner, after, for a seductive edge to cocktails, as an indulgence with chocolate. The custom-designed bottle is distinctive, modern yet timeless, reflecting the uniqueness of Noval Black. It is simply the most beautiful port bottle we've seen.
  View More"
853,Remelluri Rioja Reserva 2011,/product/remelluri-rioja-reserva-2011/368365,Tempranillo,Spain,"{'RP': '92', 'JS': '92', 'JD': '91'}",4.2,10,36,1,0,0,0,0,1,0,0.0,41.99,20-50,"Remelluri Reserva is the original Granja Nuestra Señora de Remelluri estate wine, fruit of the most important vineyards of the property. It originates from the three valleys surrounding the winery — Remelluri, Valderremelluri and Villaescusa — which belong to the municipalities of Labastida (Rioja Alavesa) and Rivas de Tereso, hamlet that belongs to San Vicente de La Sonsierra (Rioja Alta). The resulting wine shows great black fruit aromas with complex spiciness. The palate is beautiful with a rich brooding texture. View More"
854,Domaine de Chevalier L'Esprit de Chevalier Blanc (Futures Pre-Sale) 2018,/product/domaine-de-chevalier-lesprit-de-chevalier-blanc-futures-pre-sale-2018/520686,Bordeaux White Blends,France,"{'JD': '94', 'JS': '93', 'RP': '92', 'D': '90'}",0.0,0,36,0,1,0,0,0,0,0,0.0,24.97,20-50, View More
855,Tenuta di Nozzole Chianti Classico Riserva 2015,/product/tenuta-di-nozzole-chianti-classico-riserva-2015/509481,Sangiovese,Italy,"{'JS': '94', 'WS': '93', 'RP': '92', 'TP': '92'}",3.9,224,36,1,0,0,0,0,0,0,0.0,30.0,20-50,"Cherry and violet aromas, persistent and rounded flavors of spices and mushroom. Great structure with elegant finesse.Pairs well with meats and meat pasta sauces, poultry and hard cheeses. View More"
856,Nicolas-Jay Pinot Noir 2015,/product/nicolas-jay-pinot-noir-2015/180559,Pinot Noir,Oregon,"{'WW': '94', 'WE': '93', 'WS': '91'}",4.4,5,36,1,0,0,0,0,0,0,0.0,62.99,50-100,"The 2015 Willamette Valley is a rich, tight and expansive red with remarkable balance. It starts on the nose, with black cherry fruit aromas underscored by hints of smoke, fresh loamy soil, violets, and cassis. On the palate, bright, almost juicy fruit is supported by intense minerality and phenomenal length. It is structural and fine, with resolved tannins and subdued density resulting in a great complexity. If consumed in the next few years, the wine will benefit from a gentle decanting one or two hours before serving. This wine will also age beautifully for 15-20 years in bottle. View More"
